ID,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M27,M29,M3,M30,M31,M32,M33,M34,M36,M37,M38,M39,M4,M40,M41,M42,M43,M44,M45,M46,M47,M49,M5,M50,M51,M52,M6,M7,M8,M9
MIC (ug/mL),1000,1000,1000,1000,1000,1000,31.25,31.25,31.25,31.25,31.25,31.25,1000,1000,31.25,1000,1000,31.25,1000,1000,250,62.5,1000,1000,1000,1000,31.25,1000,1000,1000,31.25,31.25,31.25,1000,31.25,31.25,31.25,31.25,31.25,31.25,1000,31.25,1000,1000,1000,1000,31.25,1000,31.25
