F2_20211214,F1_20211213,F4_20211213,F3_20211213,F4_20211214,F5_20211213,F3_20211214,F1_20211214,F2_20211213,F5_20211214,F6_20211214,F6_20211213
888775.814581197,355773.147329751,0.0,0.0,0.0,0.0,0.0,0.0,1063272.5730955054,0.0,0.0,0.0
1056486.3392861185,1560404.8823586814,1554660.7483452852,1535503.773247295,577561.4348086425,1398957.0741658246,875905.8240360369,478737.2034310428,1312540.5954894584,971692.307258662,553207.0050464857,1286326.803219881
851039.8499286361,0.0,4892391.140277334,0.0,0.0,0.0,0.0,4369656.371363058,0.0,0.0,0.0,0.0
561693.4216703144,0.0,1613778.4957714966,14087045.583660388,0.0,0.0,658985.7450601159,0.0,4399872.126010277,787044.9878679542,0.0,0.0
891453.6603251147,1803464.0282234447,1741786.381700591,1506726.2144390773,1017106.7752824372,1389398.3066611288,1013575.237367523,1041011.0258980896,1315493.4522393595,783886.7026192071,428848.25791999686,820153.5627092045
603344.5199416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260801.90847542053,4142877.603364226,0.0,0.0,0.0,0.0,1184204.882355242,1672063.0498438748,0.0,0.0,0.0,0.0
2062102.8736796551,2184300.658611285,1879997.4073075228,2624332.5593440803,2351680.1664634543,2274377.648988584,2232512.4645207957,3023402.021207871,2408734.4151960327,2456015.252930923,0.0,0.0
2524914.2229132503,0.0,0.0,0.0,2499754.82422623,0.0,2688629.333380484,3324102.134599318,0.0,2624081.345236208,1463832.7610361148,0.0
2135681.0931844823,0.0,0.0,0.0,2649203.998378806,0.0,2504667.798194691,2820099.325077606,0.0,584096.3793395673,1457222.1949742995,0.0
525154.2607671524,0.0,0.0,0.0,530926.7533030116,0.0,515556.3477167139,521464.4990753116,0.0,0.0,0.0,0.0
680942.3430382779,0.0,0.0,1029062.6013730206,0.0,0.0,769003.3224816008,0.0,1032564.78191771,0.0,0.0,406686.6133117999
707164.4752306191,1012699.7188302228,1742836.9767203787,1625374.248404876,944085.246821743,1322237.025811962,851220.9416918189,828073.2378015275,1308186.5967519782,0.0,909642.3945806174,1671798.4698236778
486652.9452590985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677303.2708148616,0.0,526317.0545987402,511171.05396677664,435901.0434514981,0.0,480280.6670756188,490650.7255349478,0.0,0.0,0.0,0.0
298904.178056841,0.0,0.0,0.0,1096917.2018776832,0.0,0.0,401740.9897189502,521684.57619358826,1201793.3904437604,0.0,0.0
1154547.394017392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404211.7831423712,0.0,0.0,0.0,431044.8521245871,0.0,0.0,0.0,0.0,361808.5288212646,0.0,0.0
1982248.0284908933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915845.7169849124,0.0,0.0,0.0,755776.8922170787,0.0,739461.9760430816,0.0,0.0,0.0,0.0,0.0
828846.8951351978,1175917.078102631,1297175.2766854814,1725797.833572087,0.0,1013306.0620316018,0.0,0.0,1632259.182472241,0.0,993452.9518065836,1223542.3941112612
0.0,42448063.45799451,26044388.69827073,25599528.820965715,0.0,31816479.896845862,0.0,0.0,22862439.28965162,0.0,0.0,48761699.39457374
0.0,21380452.367601003,17741962.00206322,18815362.96913184,0.0,17814462.620277856,0.0,0.0,16299316.181116473,0.0,0.0,20871549.37357282
0.0,17254727.762674507,10250568.892838504,13368339.517070357,0.0,4969757.00728912,0.0,0.0,11042855.898498803,0.0,0.0,2195305.3976322957
0.0,7372274.577153401,9127731.169213198,8264311.852429287,0.0,9435072.45359839,0.0,0.0,7842879.381957971,0.0,0.0,9303865.230190383
0.0,2914903.4476268776,1880789.984576982,1898740.060445784,0.0,1525075.2994871538,0.0,0.0,1698147.6028942596,0.0,0.0,2966056.3882680256
0.0,3408644.323376004,4239369.690291749,4206642.112580874,0.0,3114059.242188597,0.0,0.0,3095025.040284249,0.0,0.0,2360771.634903397
0.0,11529553.684527908,0.0,0.0,0.0,0.0,0.0,5253197.343251678,92450267.37246056,0.0,0.0,0.0
0.0,11372727.824941857,0.0,0.0,0.0,11433435.02177285,0.0,7630983.603025642,36139449.436914295,0.0,0.0,0.0
0.0,1316487.1293392226,3043135.844355863,1435935.4931638618,1407719.5684583487,1791463.852919777,0.0,0.0,925404.7973021202,677270.8318524642,1379217.2854921818,2141408.514554485
0.0,1017493.7614677808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1435603.9594304236,1325956.0145744353,1735934.8775618265,0.0,1042818.293278216,0.0,0.0,1062199.1404270178,0.0,0.0,859365.9942270529
0.0,1055942.3961543909,778966.6242476157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930502.9148306923
0.0,5418244.136772627,0.0,0.0,0.0,0.0,0.0,0.0,2815114.6270181304,0.0,0.0,0.0
0.0,3512893.8200263088,0.0,0.0,0.0,2833726.2923262725,0.0,0.0,0.0,0.0,0.0,1984275.97269134
0.0,843477.1145516058,3348092.940984706,0.0,0.0,0.0,0.0,0.0,4093459.349640026,0.0,0.0,0.0
0.0,747238.7838029761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,732321.1611857156,0.0,0.0,0.0,0.0,0.0,0.0,654525.5542995852,0.0,0.0,0.0
0.0,708021.5188670577,0.0,0.0,0.0,0.0,0.0,0.0,588619.1006555024,0.0,0.0,0.0
0.0,693010.212584191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695881.8646899426
0.0,1237418.3259819914,0.0,721773.9457420304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1039180.561807463,4566050.570912522,1971680.2213930185,1854492.652428817,0.0,814162.7423649533,2823339.9770449838,0.0,0.0,0.0,0.0
0.0,1771337.3399709223,1540206.1434342104,1449437.2630183932,196887.36414893184,1397272.748929026,0.0,0.0,1478230.274161775,0.0,215206.9128620409,1629492.0452489117
0.0,710451.6788996106,1249880.468032281,1333839.043813003,674769.4346701789,850798.6559050692,1189738.5836504437,999770.827478724,0.0,0.0,0.0,0.0
0.0,1094837.451503958,1709799.5633141107,1252484.5594647855,873741.5590295331,1301576.283001549,456708.2936093668,660443.3854105211,1187261.8830498103,745787.0314987766,740963.5664813281,1766981.5816858022
0.0,2540009.966478268,0.0,0.0,0.0,0.0,0.0,0.0,4251346.81303138,0.0,0.0,0.0
0.0,578152.470528032,619282.7186882137,549747.3725462522,0.0,608372.3817104397,0.0,0.0,620067.7084840271,0.0,0.0,763374.5386862447
0.0,4720403.46427527,4310504.68772538,4961315.935503587,0.0,3238075.662815137,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3312532.994067902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4808972.267800522,0.0,4522664.988618822,0.0,0.0,0.0,0.0,3574840.919540168,0.0,0.0,0.0
0.0,3212451.0807601395,4079055.0577003146,4387855.110203209,0.0,0.0,0.0,0.0,3919646.9218249535,0.0,0.0,0.0
0.0,332236.22765627544,3525293.838974419,0.0,0.0,3569931.180889808,0.0,0.0,3681284.508092465,0.0,0.0,0.0
0.0,5060203.448039444,4348391.90139712,4877346.511917178,0.0,2646775.107025734,0.0,0.0,3964151.152618885,0.0,0.0,0.0
0.0,558752.6255755591,650676.625495122,506783.8859023704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1013338.4250453068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,535078.111067811,0.0,512836.0983892484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,947656.7828718126,764503.6073229678,792970.000816643,666766.8863844696,710249.2091176147,795105.910354725,658024.8636061181,684022.8019952768,0.0,675624.5178125809,1022091.7461891609
0.0,500143.8202394795,1264750.927495563,0.0,606630.0644084432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3458483.362495345,0.0,3036332.45042313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3939920.1716921134,4213747.760868177,4278615.375389408,0.0,3084014.7970439107,0.0,0.0,3869120.219403827,0.0,0.0,0.0
0.0,583528.8130296625,596514.1735323957,520395.1567780224,0.0,516058.7948903532,0.0,0.0,717860.7322412671,0.0,0.0,533775.0508501155
0.0,1272013.39281662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,476652.32257663633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277493.0755172131
0.0,481013.85493400926,232037.06083806933,249647.0751381993,0.0,214990.7248575348,0.0,0.0,0.0,0.0,0.0,0.0
0.0,242925.6099747004,532685.1124079672,463315.65597861016,0.0,460177.94847660087,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2035561.627176029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,511911.3858618732,254557.4072283716,283664.5928278294,0.0,0.0,0.0,0.0,544988.0230096758,0.0,0.0,0.0
0.0,739687.8013664728,709285.9839757576,1020056.4912181668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2409955.1997698448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,229281.4360931622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,412346.5279158675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,851107.2363435556,1639769.520208846,1539649.3622168156,0.0,0.0,0.0,0.0,1473043.3810475436,0.0,0.0,0.0
0.0,405547.2936757891,0.0,0.0,0.0,0.0,0.0,0.0,383692.3416354532,0.0,0.0,0.0
0.0,994511.7700106164,1887158.946583148,1779409.7197636152,0.0,1682464.2457505327,0.0,0.0,1679529.581593251,0.0,0.0,0.0
0.0,378291.3589837492,0.0,0.0,0.0,0.0,0.0,0.0,387966.6854893944,0.0,0.0,0.0
0.0,1673635.4862140685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17987168.745373666,0.0,26013252.90819304,0.0,673212.8403535625,0.0,0.0,43868757.17668624,49878644.08512701,0.0
0.0,0.0,8879188.801718228,0.0,17749306.79655048,22067576.647064853,876717.6358459697,0.0,0.0,31563555.490173742,0.0,29691920.88160144
0.0,0.0,7498647.601459221,2811811.653700426,4573113.831956223,0.0,1918715.4031754376,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11509090.175368968,2098075.6754911374,8388450.164831067,2085961.8085619493,2290453.0459349733,0.0,0.0,1908912.8863246045,1800973.1825513928,1936999.5648817543
0.0,0.0,24753914.51092356,24935116.337052915,0.0,28708299.04053948,0.0,0.0,22160016.081747875,0.0,0.0,0.0
0.0,0.0,3269627.699533942,0.0,6705831.820314862,1477818.3572156753,887329.3998686876,0.0,0.0,851878.3316883116,1595556.5803377754,1110495.0287650188
0.0,0.0,3868441.984037816,0.0,4794949.1012831945,1688489.7016854929,826201.4505735631,0.0,0.0,1495904.346994674,2206231.6183551587,3011300.3627272686
0.0,0.0,5283176.86225133,0.0,5551088.461008147,1758060.2236215945,0.0,0.0,0.0,0.0,10357739.30524126,16225993.128721343
0.0,0.0,4562384.926412713,0.0,3430888.631401796,1625102.9611054696,0.0,0.0,0.0,960064.7851961711,899760.9977516951,2095887.958550456
0.0,0.0,3006149.583374277,1141249.036975537,0.0,1597927.0215871818,0.0,0.0,890883.7082330552,729935.5422121609,1914610.772540476,2300201.6065030266
0.0,0.0,2127068.393385534,0.0,3403502.566948412,5669988.736321891,0.0,0.0,0.0,6383760.22210459,14024248.024996947,7926973.98432402
0.0,0.0,3177484.055850531,0.0,2224452.9952018475,0.0,683689.4021059235,0.0,0.0,587434.9786975058,0.0,0.0
0.0,0.0,8874662.265444268,41387869.78419134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2842043.7721065544,0.0,2258946.677712451,13811490.011365548,0.0,0.0,0.0,12155034.337478962,34477471.24955496,22375825.17437996
0.0,0.0,2945217.9022487933,0.0,2478130.8020155835,4319630.678140504,0.0,0.0,0.0,4259767.437301544,5934773.480962448,2286296.978490888
0.0,0.0,2131381.2590432363,989297.6168784972,1048260.9845176106,1214368.5496113356,0.0,0.0,687902.1685339538,0.0,0.0,1613047.2641084543
0.0,0.0,1708067.358491328,2231703.159875968,1234749.9557242934,0.0,1687686.998591225,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2181179.745128887,0.0,1768760.75415948,0.0,0.0,0.0,0.0,1952556.9287462956,2758544.994789658,6124303.125112553
0.0,0.0,1536691.717812501,0.0,1610821.4940304668,0.0,948804.9333614896,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1335401.616205796,0.0,1423994.2339385103,568293.0272374919,0.0,0.0,0.0,0.0,0.0,833520.2104827487
0.0,0.0,1518208.9003867228,0.0,738984.06722583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1727896.082585748,788624.17983813,0.0,1087131.821472864,458702.2953619427,372826.40439556167,0.0,673496.107876014,1257637.5597221768,2177902.50149942
0.0,0.0,1561539.5037261054,707301.2398687657,716791.4470349925,843418.0680830709,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4992999.462130848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1790890.57177842,0.0,1253255.6970268688,0.0,0.0,0.0,0.0,448138.4984109723,0.0,0.0
0.0,0.0,1489534.8342574076,0.0,726962.0100286894,0.0,0.0,0.0,0.0,0.0,0.0,528768.1347164274
0.0,0.0,671130.5640766426,0.0,0.0,641583.2949198583,0.0,0.0,0.0,262778.4871783837,0.0,0.0
0.0,0.0,1265449.0669447966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1141914.5497689196,0.0,954151.1538456768,2927710.3363392176,0.0,0.0,0.0,3041762.7934375955,7764026.99716864,12314745.850947827
0.0,0.0,1062539.9707742722,0.0,747441.1045582008,1056600.58623919,0.0,0.0,0.0,1058047.567825789,1765843.1119348924,687807.7490537299
0.0,0.0,982302.1819441544,0.0,0.0,1724924.0839153486,0.0,0.0,0.0,0.0,1932461.0641562736,2916686.2074653544
0.0,0.0,694111.7783634715,0.0,632050.2060748248,0.0,0.0,0.0,0.0,0.0,0.0,492126.6554214449
0.0,0.0,902207.217493801,0.0,636994.3259137635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1772167.6913723026,0.0,987446.5009459468,3059672.253932834,0.0,0.0,0.0,2418628.3987746923,34321629.32226524,38209497.32807109
0.0,0.0,1061260.8965919632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,794291.4265354434,0.0,723789.5423232142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,842660.5612070366,0.0,786904.7409135635,1208958.5227687252,0.0,0.0,0.0,892832.3334427823,2606503.0732671134,4190278.088108196
0.0,0.0,2734948.15991827,0.0,0.0,0.0,0.0,716065.9139923304,0.0,0.0,0.0,0.0
0.0,0.0,891675.1157864676,0.0,707639.5636770646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,549840.7957269351,0.0,427115.9166561287,0.0,0.0,0.0,0.0,0.0,966619.701087939,687815.2783360129
0.0,0.0,713439.6335215851,3026941.04897523,0.0,0.0,3025422.2949205483,0.0,0.0,0.0,0.0,0.0
0.0,0.0,280170.1429678623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2174303.4267446166,0.0,0.0,0.0,0.0,718885.455749716,0.0,0.0,0.0,0.0
0.0,0.0,1546897.1253946514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,556861.8980780963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846872.6734330693,788229.7337696101
0.0,0.0,3117418.376294443,0.0,0.0,3278881.6921617724,0.0,0.0,0.0,0.0,0.0,1217608.4512312678
0.0,0.0,3240218.0925348923,3951406.3884861455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1182266.3518176563,0.0,0.0,9432094.845723052,0.0,0.0,0.0,6391073.190172873,19817891.80937501,26742737.644995067
0.0,0.0,2151052.03607924,0.0,0.0,4898114.161432658,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,237523.81121877968,0.0,0.0,0.0,0.0,0.0,483314.9140455149,0.0,0.0,0.0
0.0,0.0,429577.441287112,5446473.643663825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,344459.20366303384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3404512.2362132906,0.0,0.0,1671254.5787555256,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4864940.324262364,0.0,0.0,4727153.148206932,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,619280.5959779359,510462.9607899145,0.0,401366.6425125375,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1624023.898902626,0.0,0.0,1211072.0258235657,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,743118.6986115996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,606051.8593769061,0.0,0.0,669449.8860162069,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1228095.4828945885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1356401.4180878163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,552128.4395755528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,926490.7300407336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1302816.5620410552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,676250.5561837531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3172300.019506872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,435671.47429656365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,486629.8384654501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,551753.4040363841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2253983.4680615086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1779658.6849603038,0.0,0.0,0.0,0.0,0.0,1066941.9919905928,0.0
0.0,0.0,0.0,0.0,1820240.8478433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1445720.3619263603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1389931.869271948,0.0,0.0,1065530.8364677131,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1950723.714870557,487750.65169890097,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1730280.4627622245,0.0,0.0,0.0,0.0,2391616.177283637,3548032.11561751,3617522.642850112
0.0,0.0,0.0,0.0,1024822.098668494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,944061.0958316978,3086048.564948285,0.0,0.0,0.0,2418319.8748439057,13758057.152596958,10826043.808525536
0.0,0.0,0.0,0.0,701894.9824432847,0.0,677509.8628629189,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1217419.9755997772,0.0,0.0,0.0,0.0,0.0,399834.33960786345,0.0
0.0,0.0,0.0,0.0,822001.0765166932,0.0,0.0,0.0,0.0,1454184.051788847,3766356.258384132,4889316.446885192
0.0,0.0,0.0,0.0,659273.9636197317,0.0,636514.4852061397,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,707277.2628669837,0.0,0.0,350435.2034819644,0.0,0.0,392073.5976740745,0.0
0.0,0.0,0.0,0.0,807280.2795865276,0.0,0.0,0.0,0.0,0.0,580946.7269098774,0.0
0.0,0.0,0.0,0.0,4234975.366527418,0.0,0.0,5021364.056158789,0.0,3867755.360503144,4097754.635700537,0.0
0.0,0.0,0.0,0.0,630637.8886660563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,533504.7230028033,816998.5619635026,0.0,0.0,0.0,837879.6943974711,1490533.97416352,1070765.515363676
0.0,0.0,0.0,0.0,583368.7657315796,3058137.419539424,0.0,0.0,0.0,2331501.1231121,9068018.5738493,6100945.024779136
0.0,0.0,0.0,0.0,574816.0945764042,0.0,0.0,0.0,0.0,697836.5083218488,2007106.7323302357,2787531.689771631
0.0,0.0,0.0,0.0,583483.5155297772,0.0,0.0,0.0,0.0,2137930.509191022,10697243.56374457,4689839.845001326
0.0,0.0,0.0,0.0,626070.9762434892,1760610.1931287376,0.0,0.0,0.0,1394125.061887608,3985657.1107300417,2339937.0289469347
0.0,0.0,0.0,0.0,447541.8827669511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,482993.80937858205,643205.4241277863,0.0,0.0,0.0,1005117.4113395906,2189656.5614191536,412566.2060322097
