F2_20211214,F1_20211213,F4_20211213,F3_20211213,F4_20211214,F5_20211213,F3_20211214,F1_20211214,F2_20211213,F5_20211214,F6_20211214,F6_20211213
0.0,0.0,0.0,0.0,449790.3428591309,2071606.8700291,0.0,0.0,0.0,1369752.7264112388,9850583.59370386,5857915.126576697
0.0,0.0,0.0,0.0,478477.6471478238,2556269.911832525,0.0,0.0,0.0,1587382.0117169763,13183058.674872382,8063233.96355195
0.0,0.0,0.0,0.0,391749.3630465328,2073964.9563699756,0.0,0.0,0.0,1233011.153558659,6255486.794131404,4094363.631552765
0.0,0.0,0.0,0.0,368029.876823392,0.0,0.0,0.0,0.0,0.0,5589335.864219226,3650380.400747528
0.0,0.0,0.0,0.0,0.0,26149963.26739048,0.0,0.0,0.0,0.0,0.0,70925172.10126285
0.0,0.0,0.0,0.0,0.0,2443826.860057679,0.0,0.0,0.0,6705171.057573266,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5109556.716105082,0.0,0.0,0.0,4763730.652982915,16350807.006696982,13763013.69433767
0.0,0.0,0.0,0.0,0.0,2322681.0071244,0.0,0.0,0.0,0.0,4770503.118294952,13551083.96468633
0.0,0.0,0.0,0.0,0.0,17650681.291373175,0.0,0.0,13665209.68990574,0.0,0.0,9857557.921377905
0.0,0.0,0.0,0.0,0.0,5822484.363756882,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10020004.607688053,0.0,0.0,0.0,0.0,657029.0549694225,0.0
0.0,0.0,0.0,0.0,0.0,2882067.7469234564,0.0,0.0,0.0,1783536.9618663008,8676473.235161863,5310167.379023689
0.0,0.0,0.0,0.0,0.0,1388505.196757614,0.0,0.0,0.0,882006.0090993247,10649020.895035151,12456029.130152963
0.0,0.0,0.0,0.0,0.0,1371689.1787206703,0.0,0.0,0.0,0.0,1317025.009913503,2728234.629143364
0.0,0.0,0.0,0.0,0.0,4792732.000583481,0.0,0.0,0.0,3074682.920459604,10708127.180179026,14752742.83399711
0.0,0.0,0.0,0.0,0.0,1944479.5622801944,0.0,0.0,0.0,1163548.115034045,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1388038.1673405753,0.0,0.0,0.0,0.0,827022.5035694349,8330938.574654359
0.0,0.0,0.0,0.0,0.0,3173630.997517926,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4168721.084047215,0.0,0.0,0.0,0.0,0.0,1735432.9467036903
0.0,0.0,0.0,0.0,0.0,3626568.695371378,0.0,0.0,0.0,1801222.313551132,10746794.935594032,15699421.710793989
0.0,0.0,0.0,0.0,0.0,4465443.504238633,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,626208.5426661585,0.0,0.0,0.0,322467.98989766825,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2527147.5611277837,0.0,0.0,0.0,2125059.346853222,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5886077.030711588,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1071618.5521123998,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6404713.049475992,0.0,0.0,0.0,0.0,0.0,6704536.540482119
0.0,0.0,0.0,0.0,0.0,1484538.2384430584,0.0,0.0,0.0,874566.196906696,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3689590.8579078233,0.0,0.0,0.0,1975773.2385252223,7135216.01691123,8031240.346432933
0.0,0.0,0.0,0.0,0.0,2271428.0734738214,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,861151.1823938155,0.0,0.0,0.0,0.0,1471809.9151267284,1195441.849996494
0.0,0.0,0.0,0.0,0.0,762366.8374129143,0.0,0.0,0.0,0.0,0.0,1803780.4106433727
0.0,0.0,0.0,0.0,0.0,823906.7488781732,0.0,0.0,0.0,0.0,0.0,568093.2181074731
0.0,0.0,0.0,0.0,0.0,1913856.7116720905,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,305726.4760405312,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,238247.96087571487,0.0,0.0,0.0,1088484.2510197044,2051599.0640764583,0.0
0.0,0.0,0.0,0.0,0.0,2636994.668119852,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,484480.39914987073,0.0,0.0,0.0,0.0,730459.21037775,1550907.8070184595
0.0,0.0,0.0,0.0,0.0,605407.3983692601,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1780933.4938293677,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1209055.2084368404,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,200114.3118483077,0.0,0.0,498260.5120232108,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,927357.5117935964,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,464069.349737863,0.0,0.0,0.0,0.0,1870154.0485436567,0.0
0.0,0.0,0.0,0.0,0.0,1189915.9338711514,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2778600.407772769,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,371336.0152140175,0.0,0.0,0.0,673457.5818894559,0.0,0.0
0.0,0.0,0.0,0.0,0.0,416674.88632843737,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,475794.41811019497,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,240759.27287783223,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873646.606168916,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775833.9768569556,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82653884.71454829,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57395219.79574828,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12219889.57193211,0.0,494544.1713465055,1104096.533378247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180625.292522603,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000648.678871377,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596026.3519699401,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674804.2560898734,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506138.470522347,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2261822.99682965,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528695.6802443269,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2949538.8018264817,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858161.0334189055,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464689.54529826215,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293990.9591398462,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439860.01010763,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016627.4505189988,16889692.18554144,4207455.117742336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9722771.9851475,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6948146.766111039,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771849.455336657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873377.6198610741,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491744.4683981785,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793125.7535126242,3588281.769743821,2580588.047572643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499059.915938636,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559092.5370634522,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595801.5991585273,10658258.419502337,10932598.483854469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557877.6319603552,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061892.9229109688,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543255.4787287005,0.0,379683.5390241068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528174.5642036275,4821582.255577091,3065094.556176222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226181.34857040705,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755550.3470824258,207742.0583928796,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435870.7794991356,839389.959682133,396773.7288222356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113464.0256813862,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407884.8144861348,2859848.953120225,1768270.4287977084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525731.1365358119,1112584.5566242062,1696535.2551089344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446059.9094076637,1322322.7926357992,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14036501.459803194,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13204357.053658782,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50304710.95581503,22774487.824267868
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23549069.24039115,30413365.5941467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27116517.760923486,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8430120.60663051,9637006.618271004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13482802.535337504,7565003.603163898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6509632.887365646,7127675.4593742
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432555.054147609,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12371842.18151163,6940565.627151789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5741813.331321405,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5509109.925614975,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5364879.025316684,6041139.1252640495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017899.695985202,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027355.116380392,4754916.161738628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323639.491434923,2087703.97145013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477524.273794023,4398074.631729091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2502098.933915899,3427952.990199518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380711.820428688,1858973.4545034864
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023420.6892987648,2856404.4931698106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133341.5436236053,3391139.5954508577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752887.3400458442,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604286.897561525,3764116.3546347655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793022.105507881,2330492.3258689977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3604475.812821031,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749596.000511335,4029099.1984820734
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2688517.589506399,4567707.080983814
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359452.1442071197,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289996.3366476004,2205310.375658208
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976097.1390505303,1728126.9118369473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896899.6685047208,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851469.751845072,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282582.408262395,1644822.437445534
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254958.6461659614,1584675.0612253975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036241.2183877209,1974983.6983054304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958828.1055130544,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125596.4868310846,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543283.44009445,1646766.7334722856
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101353.902935968,1437605.9763095155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547756.2070952941,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008921.9746700096,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301682.6302411412,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944772.9537661612,1176214.9913829255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921585.0699092968,1116701.7770205732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2616222.9756993675,579352.9290993284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949098.6425488848,1294832.2609944968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971964.7890293368,1485614.8197995126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635604.5891616764,941376.6296619866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855954.9762793449,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832284.1351299364,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866533.7785518349,999882.2465232112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487657.2813148336,1555790.3989359315
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416635.1017731468,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504127.4010020087,1115104.5289978706
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542284.1556577825,2349622.726514157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061304.2031306445,1259285.7689162986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697395.1579568196,841779.16077308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920775.020255678,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727365.6098157144,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772753.0364631871,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203619.2983710177,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128911.387455,1987287.8614613533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196689.9548535952,879128.925989514
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180766.6453412764,881642.5946937604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660457.4438732786,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588480.2156862072,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695572.2373900961,1878515.7130862705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058228.080133075,856528.003141218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565364.4614122226,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600743.2571110728,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682206.9633146316,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796401.892793334,749911.2961530448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553702.6444468937,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485954.5927482162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475637.5764705687,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947986.929782414,686624.4526891626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880724.3426129484,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932176.4685426056,736775.9968914958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918413.8624273156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658731.2279065931,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594798.2038677908,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536555.9877095805,922844.5935969612
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776923.6765581127,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567777.216829045,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856652.630115803,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718984.7035434023,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524999.3947803723,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477183.10663160495,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718079.4788423392,1789921.0182158146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486213.9794255417,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461251.9246784737,687407.1285425134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429297.3285987392,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241009.73721502887,1970136.5643448771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450597.3784493339,682336.3259020395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160248.3837590802,3196649.382493344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431023.0780318233,728453.3922262664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728790.199352292,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463065.7770617219,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459785.0323359277,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290681.1517721514,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425210.1890522989,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457521.6449030852,789675.7896711873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711523.4865471366,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842049.8460226277,1273513.792261125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209838.6287692264,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436241.8672742214,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472262.43560705497,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461738.8420641823,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471968.6364372349,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376576.6355790079,698268.1075549226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379067.68150264455,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425379.52538784186,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757724.886010994,1055002.462256235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449430.138326196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6712043.912949482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3946196.472548945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076559.9380482542
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632172.514200108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419928.9871456763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416909.592206111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621150.2035950215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757728.5023911723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465474.6897358766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10227193.624998393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884437.941868392
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314226.8246070435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673163.072361554
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5734576.421595763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3987522.292921507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498641.4879628783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082272.512085371
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994812.2951062388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048762.2576438752
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711774.0658503602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339767.356239779
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156001.2727229588
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3203794.322675645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620564.8433297111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830638.5965433904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875538.0381908438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030400.7036388756
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959440.3810671036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321506.3472821226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803547.0693290869
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381869.6146877118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268787.1756093795
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678174.0013718582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006119.314514731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022365.6993308732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383757.039006122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3923345.908246038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4959387.597697995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610926.2995460633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445642.1902579323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614769.0709681865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384637.47197766986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078621.3741392111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567658.0807860179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275588.956824581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266960.5436083149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445307.74822273455
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435323.0154955649
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509192.9029239662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213598.92568167523
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387434.8322919934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653959.8835644833
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530579.245163561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445122.95184834953
