row ID,row m/z,row retention time,index,corr_BioAct
140,703.388671200631,4.563533306122,139,0.11038691535292046
141,341.2672848707128,5.419154167175375,140,-0.19951418090872786
142,517.3718390347888,5.358829140663251,141,0.3148427099274667
143,944.59227241142,8.060433387756,142,-0.19738550848793074
144,265.1380225512551,4.492622216542666,143,0.2026822753726666
145,557.3106799347248,5.1106999715166666,144,0.0451821553999905
146,653.2988118705423,7.2853611310323325,145,0.2940805193904149
147,258.2808147908362,4.074366569519,146,-0.19738550848793068
148,730.4821036258696,6.1168416341145,147,-0.14331545118966094
149,953.563377885679,7.695613781611333,148,0.18219061323652455
150,870.5965901982448,5.00761234760275,149,-0.009161059800795944
151,278.1459904776883,4.712155659993333,150,0.18275449673967037
152,512.4169502759817,5.353041648865,151,0.22256600082698455
153,653.2991590370528,7.045488913854,152,-0.25503128780085055
154,605.425437649226,5.320966720581,153,-0.19738550848793068
155,329.2702057879512,4.4943499565125,154,0.3050640765249379
156,911.5734747923988,7.5983527501425,155,-0.0639843845234346
157,929.2343719108252,7.4988832473755,156,-0.18804350663519231
158,279.15359781724624,5.1117916107175,157,0.260342316560014
159,419.277902088995,5.204362511634999,158,-0.13197882759062748
160,595.2497919890385,4.757572015126334,159,-0.16136942905663051
161,329.270644896336,4.036266803741,160,-0.19738550848793066
162,945.2025701094644,7.4988832473755,161,-0.18360009127160842
163,885.5545314996906,8.096066474915,162,-0.19738550848793068
164,463.30427565824994,5.195105552673667,163,-0.3707763027311696
165,917.5831147266208,7.248111089070666,164,0.294061124123608
166,130.16103147355832,6.555124998093,165,-0.2910671145785004
167,566.8267828156149,6.6794000625612,166,-0.1226161459318613
168,917.5815753414852,7.441333293915,167,0.5325796879249817
169,284.33297743975186,8.789625167847,168,-0.16918206916093567
170,909.553236106763,8.766766548157001,169,-0.21382366230397906
171,631.1158617718226,7.970300197601,170,-0.19738550848793068
172,684.205097266349,7.669241666794,171,-0.17102691601383835
173,684.2046641299534,7.6591000556945,172,-0.1278602046394169
174,313.27530038599474,4.917205651601001,173,0.26990433736454117
175,579.2815186737755,4.7109582424165,174,-0.14796913744519555
176,621.2646538030765,5.021033287048,175,-0.19738550848793066
177,447.29331646433184,2.6633750200275,176,-0.11698418559385476
178,1813.0119140133309,8.805100440979,177,-0.1973855084879306
179,903.5649928478584,8.405033111572,178,-0.19738550848793068
180,331.28596836638394,4.776883125305,179,-0.19738550848793077
181,1797.042944689475,8.764249801636,180,-0.19738550848793066
182,887.8715729264417,8.744382858276,181,-0.19738550848793068
183,505.33609661485775,2.984649896622,182,-0.19738550848793066
184,130.16095792602823,6.259016513824,183,-0.19738550848793054
185,605.2958576899036,5.021033287048,184,-0.19738550848793066
186,539.2949704001458,4.776883125305,185,-0.19738550848793068
187,705.1351129444263,7.645299911499,186,-0.19738550848793068
188,699.3588368957815,3.958733320236,187,0.6485523850317724
189,537.3046493790494,4.3819334506985,188,0.474159475053335
190,701.3738251630074,4.22244977951,189,0.6485523850317723
191,691.332999312908,4.033916473389,190,0.6485523850317723
192,610.1855634750459,7.986466884613,191,0.5568711929050264
193,531.2946920132574,4.9417583942415,192,0.8038867707927486
194,930.6182088801704,7.35461664199825,193,-0.09710845266146957
195,358.1635354950257,3.958733320236,194,0.6485523850317724
196,312.32763997564564,7.1436699867248,195,-0.15022499391261288
197,343.2963838301712,3.258741617203,196,0.5099289275971821
198,266.1456680671141,4.9367582798005,197,0.5701601363213347
199,589.4843206851565,7.349708318710251,198,-0.2235529956243774
200,240.23374473562484,3.258741617203,199,0.5098778048694089
201,397.32892503365593,6.957716782887334,200,0.48288613487617144
202,328.3224806445484,6.270391702652,201,0.43007313513611206
203,141.9606444640108,9.473891735076752,202,0.2368090651956477
204,556.4431777797208,5.326783180237,203,0.6485523850317721
205,773.5197761212629,7.9480466842654,204,0.16172130585696254
206,534.8305936133972,5.7783333778382,205,-0.08051558955954721
207,425.2155623591713,5.5885000228885,206,-0.19601294865289365
208,1267.551947857653,6.860929250717249,207,-0.254621060215439
209,661.2443032778141,6.8686000823974,208,0.04061036866701992
210,468.39016619734167,5.365166664124,209,0.6485523850317721
211,932.6333312883672,7.7010399818422,210,0.057839709910598856
212,433.15798733015583,5.7783333778382,211,-0.1472491185503134
213,623.5428005097904,6.868473339080801,212,-0.16291473071356968
214,534.9582934712136,5.7783333778382,213,-0.07785805765301611
215,534.7274699595154,5.779016812642333,214,-0.2494643888796448
216,534.2835504531887,5.772991657257,215,0.04036688627720184
217,935.5752815462052,7.358333349227999,216,0.1469703030261059
218,568.4284527972769,7.317933440208249,217,-0.15050356771090548
219,392.2959477037273,6.979444344838666,218,-0.15216248083193282
220,668.1996248120477,7.899400075276334,219,0.3749299182351781
221,887.5766192481808,7.348299980164,220,0.6485523850317724
222,903.569630888002,7.163533449173,221,0.6380458734226657
223,533.6649835859298,5.77783334255225,222,-0.1076422815464187
224,578.2667075823615,6.38945841789275,223,-0.2423992426661898
225,886.590952878425,4.7515166600546666,224,0.02972997593054686
226,427.6786342195175,6.670191764831749,225,-0.12636301688172574
227,533.7287422154175,5.777308225632,226,0.5349639878016984
228,581.3995024064069,5.83703883489,227,-0.1096791413203556
229,817.563007047481,8.134117126465,228,0.6485523850317727
230,817.5647049113145,8.071283340454,229,0.5406098153821723
231,1132.6567911456664,6.670191764831749,230,-0.16874323334643873
232,925.5333967713646,7.146716594696,231,0.6485523850317724
233,653.2992586689387,7.061458349227999,232,0.5589441345000506
234,938.5420911884704,8.3121666908265,233,0.46316471189103975
235,944.5924534306968,7.167483329773,234,0.6485523850317724
236,326.3796503318449,4.949800014496,235,0.6485523850317721
237,464.11147205685256,7.8609166145325,236,0.32014530989862616
238,779.5655160833246,7.941474914550501,237,0.5376751761696413
239,418.67331791222097,6.670191764831749,238,-0.07473805081691627
240,925.5340698624466,7.05926656723,239,0.6485523850317721
241,777.5504948697212,8.664033253987666,240,0.016880043881460364
242,744.4596957748802,5.8346333503725,241,0.07309488403780935
243,906.5410153574464,6.6417834758755,242,0.4410392719916161
244,815.5483230649728,7.763533115387,243,0.6485523850317723
245,779.564845383697,7.89760017395,244,0.6485523850317724
246,777.55082138872,8.671538988749667,245,-0.15459896940248824
247,907.5459859763184,7.228000164032,246,0.6485523850317724
248,927.5486605791403,7.599610964457334,247,-0.08182248015935722
249,415.0438246575176,6.68651676178,248,0.6485523850317724
250,965.5532475750692,7.146716594696,249,0.6485523850317724
251,917.5805801654284,8.723816871643,250,0.6485523850317725
252,139.9901324124817,8.8641419410705,251,0.168597084159779
253,838.5255640690208,7.744983196259,252,0.6485523850317725
254,793.524938677114,8.693049907684,253,-0.03615417567330231
255,917.5812207837322,7.669400215149,254,0.6485523850317725
256,557.821240864742,6.624883174896,255,0.6485523850317724
257,723.6263158501829,7.304083347321,256,0.24883155656489844
258,795.5400531134275,7.873566627502,257,0.6485523850317721
259,850.2538415889296,8.3795337677,258,0.028197929783990116
260,313.2751397873403,4.81823348999,259,0.02819792978399011
261,929.2360487027796,7.428599834442,260,0.02819792978399011
262,945.204010682836,7.428599834442,261,0.028197929783990106
263,887.5678264325277,7.144333362579,262,-0.0845937893519703
264,887.5701887303626,6.813766479492,263,-0.0845937893519703
265,909.5565139711792,7.199889024098667,264,-0.11123408482346489
266,887.8731342484951,7.019283294678,265,-0.08459378935197032
267,887.8725132640998,7.144333362579,266,-0.0845937893519703
268,689.5172325533871,7.424749851227,267,-0.08459378935197027
269,365.1071376147495,0.239383339882,268,-0.08459378935197032
270,869.5597614186813,7.019283294678,269,-0.0845937893519703
271,817.5642042832104,8.477783203125,270,-0.08459378935197027
272,437.2364729968693,1.167999982834,271,-0.08459378935197034
273,869.5590033266121,7.124583244324,272,-0.08459378935197027
274,215.1268982023518,0.843233346939,273,-0.0845937893519703
275,434.1164137290779,0.239383339882,274,-0.08459378935197027
276,393.2101378104762,0.97866666317,275,-0.08459378935197034
277,1073.3113976737077,7.791383266449,276,-0.08459378935197032
278,477.2182381747995,4.425633271535333,277,-0.25615797983773
279,887.5701040497515,8.067999839783,278,-0.08459378935197027
280,944.5943313599917,7.457950115204,279,-0.08459378935197032
281,903.5673953407158,7.457950115204,280,-0.0845937893519703
282,332.33216947121684,4.706799983978,281,-0.0845937893519703
283,924.5302730939452,7.457950115204,282,-0.08459378935197032
284,536.1222019911174,5.780022303263333,283,-0.30631549602742636
285,471.1067845103098,7.042633533478,284,-0.08459378935197032
286,817.5645544755009,8.742199897766,285,-0.0845937893519703
287,639.293236103455,6.784655570984,286,-0.2975999484031653
288,817.5650190249908,8.766850471497,287,-0.08459378935197032
289,965.5560005809888,7.457950115204,288,-0.08459378935197032
290,533.6095202930745,5.7555751800540005,289,-0.19073508103575137
291,605.2792284201365,6.866583347320667,290,-0.294955717477466
292,907.543873269507,6.635633468628,291,-0.08459378935197032
293,924.2746053981328,7.731241464615,292,-0.10835907291251529
294,768.5642019625999,7.949044545491667,293,-0.2971459836053534
295,473.1046573413826,7.042633533478,294,-0.0845937893519703
296,555.2648355272157,5.780022303263333,295,-0.2967052421087005
297,775.5353907828072,8.279800097147668,296,-0.30803712408757444
298,1019.2241392561835,8.797874927521,297,-0.22021916226655325
299,533.2783766922211,5.841849803925,298,-0.19738550848793068
300,533.2805652985115,5.742066860199,299,-0.19738550848793066
301,623.2853682350574,6.8600499629975005,300,-0.2706313546078513
302,270.3170445017439,3.945166707039,301,-0.28996834664015797
303,623.2877676395455,7.139466762543,302,-0.19738550848793068
304,549.2754704636225,6.7250833511355,303,-0.2919893073149493
305,533.2433627534585,5.788050174713,304,-0.27979960669983434
306,368.4258317168069,5.297308444977,305,-0.29240989509871634
307,392.2954894944224,6.95265007019,306,-0.19738550848793066
308,533.3134984027089,5.7783584594725,307,-0.2797933465370443
309,623.2476066062239,6.870383262634,308,-0.19738550848793068
310,623.3206318445882,6.870383262634,309,-0.19738550848793074
311,270.4843549610272,3.945166707039,310,-0.2921544682236701
312,637.3034949091018,7.159583568573,311,-0.19738550848793074
313,293.24893249584863,6.776483297348,312,-0.29157181852326686
314,1245.5743196010776,6.870199918747,313,-0.28401550048465346
315,620.3792947361151,7.1229584217075,314,-0.2903991650682543
316,597.3090547792244,7.133000135422,315,-0.28857973756070177
317,680.3101454024527,6.519158363342,316,-0.2789910509247291
318,527.3061388114438,5.4486582279205,317,-0.28778195977422505
319,785.4650907773698,6.735475063324,318,-0.28406817872584367
320,532.2734182841627,6.787883281708,319,-0.19738550848793066
321,567.4209872474426,6.1165583133695005,320,-0.28711191363213434
322,326.3424447110897,7.477066516876,321,-0.2898305291617046
323,626.2996713934258,6.870383262634,322,-0.19738550848793068
324,585.4307321781744,7.319225072860499,323,-0.2867053352968302
325,553.2826577011007,6.6487333774565,324,-0.2816551880800764
326,913.1668243624886,4.204999923706,325,-0.19738550848793066
327,914.5458890209524,7.217566728592,326,-0.28141979088874963
328,624.8771007674902,6.870199918747,327,-0.28113912689431814
329,410.2267346351568,4.939799785614,328,-0.19738550848793068
330,561.276072322175,6.309533119202,329,-0.19738550848793074
331,622.304207740003,6.6174499988555,330,-0.28824500063792263
332,623.7040905851347,6.870199918747,331,-0.2875592854052319
333,584.4232140730221,6.7976915836335,332,-0.2927290626809944
334,581.3995227312813,6.45586681366,333,-0.19738550848793066
335,416.23375126429056,4.459983348846,334,-0.19738550848793068
336,539.3061870133706,5.61234998703,335,-0.2563180509303178
337,534.9030044535155,5.7783584594725,336,-0.2867798033207146
338,331.2177863791535,2.379866600037,337,-0.19738550848793068
339,929.140708832368,4.204999923706,338,-0.19738550848793066
340,659.285454364894,7.159583568573,339,-0.19738550848793066
341,270.7016617675772,3.945166707039,340,-0.29070053795979267
342,270.58901801002867,3.945166707039,341,-0.29117350900278327
343,854.3592410504546,6.624333381653,342,-0.24004484483984537
344,423.3454014071524,7.041066646576,343,-0.2886869941346382
345,467.3719340193944,7.0206751823425,344,-0.285385541889573
346,1283.5294066986378,6.859241724014501,345,-0.2807980381084423
347,391.2848995003047,7.34149980545,346,-0.19738550848793068
348,432.3260042789406,7.614383220673,347,-0.19738550848793068
349,476.3654957718614,7.309808492660499,348,-0.2918774413959134
350,574.8240073824313,7.187333345413,349,-0.269966810603815
351,675.2679991341382,5.862416744232,350,-0.19738550848793066
352,536.0377018617446,5.7783584594725,351,-0.28897022239425657
353,1154.6397195617765,6.6594417095185,352,-0.285491715535008
354,746.4763761271674,5.3073251247405,353,-0.29149974941168244
355,270.6323951926461,3.945166707039,354,-0.29123640289854597
356,545.2576754264634,6.870383262634,355,-0.19738550848793068
357,675.2804543040319,7.099050045013,356,-0.19738550848793068
358,284.29683944402314,6.787883281708,357,-0.19738550848793068
359,536.2085792572192,5.78200006485,358,-0.19738550848793068
360,653.5581254992891,7.041066646576,359,-0.2802876796864996
361,538.9407870681146,5.788050174713,360,-0.28874357916409354
362,625.002776689426,6.870199918747,361,-0.2891433988864391
363,441.1890689803176,5.579100131989,362,-0.19738550848793068
364,582.4047582253788,7.159583568573,363,-0.19738550848793066
365,675.2660105164919,5.892899990081499,364,-0.26150266141638207
366,538.8362663064905,5.7783584594725,365,-0.2908400450775763
367,924.2733761435428,7.67084980011,366,-0.19738550848793068
368,511.39747822061497,6.998549938202,367,-0.19738550848793066
369,573.253272962366,6.870383262634,368,-0.19738550848793068
370,571.4684497273495,7.357541561126499,369,-0.2926113645933034
371,413.32454035972665,6.190333366394,370,-0.19738550848793068
372,270.5480334992276,3.95636677742,371,-0.19738550848793066
373,149.02492768681483,7.34149980545,372,-0.19738550848793066
374,537.5588230574683,5.7783584594725,373,-0.2883798615001265
375,539.0474703637034,5.78200006485,374,-0.19738550848793068
376,537.4308784356922,5.788050174713,375,-0.2903914117349159
377,537.6738274860585,5.78200006485,376,-0.19738550848793068
378,625.1003987229508,6.870383262634,377,-0.19738550848793066
379,609.2729028214145,6.230150222778,378,-0.19738550848793066
380,369.2986855193467,6.219841480255,379,-0.28118837492018284
381,567.2971179021761,7.633250236511,380,-0.19738550848793068
382,573.4879222582119,7.707916736603,381,-0.19738550848793066
383,535.0849956877082,5.801383495331,382,-0.19738550848793074
384,906.6176766653484,7.595499992371,383,-0.19738550848793068
385,744.4625108361851,6.45586681366,384,-0.19738550848793074
386,149.51480690036567,3.174333333969,385,-0.19738550848793066
387,767.453306362434,5.8192083835605,386,-0.26515140077750154
388,595.3377507196162,6.45586681366,387,-0.19738550848793066
389,540.2249388491938,5.788399934769,388,-0.2861893390453956
390,702.2816329838479,5.579100131989,389,-0.19738550848793068
391,595.3370632932539,6.5403668880465,390,-0.2223424522638485
392,507.3307524920592,5.185216665267999,391,-0.28568603163644385
393,581.8321680184524,7.020941734314,392,-0.26059782223361033
394,439.1880767568468,5.9035749435425,393,-0.2818533337333923
395,537.5009553776125,5.78200006485,394,-0.19738550848793068
396,375.2515872111771,5.220499992371,395,-0.19738550848793068
397,745.4880932811991,6.45586681366,396,-0.19738550848793068
398,326.22322913141466,2.939699888229,397,-0.19738550848793066
399,591.4993474702953,7.788083553314,398,-0.19738550848793068
400,753.4726258983667,6.1165583133695005,399,-0.2810537253283538
401,537.6168242436602,5.78200006485,400,-0.19738550848793068
402,405.6841010807419,6.6594417095185,401,-0.285726054263461
403,582.4063830225468,7.079083442688,402,-0.19738550848793066
404,581.8326001871435,6.912166595459,403,-0.19738550848793068
405,767.4515932593048,6.45586681366,404,-0.19738550848793068
406,625.0296187325539,6.870383262634,405,-0.19738550848793068
407,537.7351385186096,5.801383495331,406,-0.19738550848793068
408,749.5193330299836,8.1639499664305,407,-0.278199701295478
409,170.0280792464087,3.174333333969,408,-0.19738550848793068
410,591.4989810921563,7.707916736603,409,-0.19738550848793074
411,567.0659687252194,6.6594417095185,410,-0.2881570847386532
412,536.1513975417315,5.78200006485,411,-0.19738550848793068
413,533.5218618409033,5.746966838837,412,-0.19738550848793074
414,477.2181746446673,4.396566867828,413,-0.19738550848793068
415,566.8277178574953,6.58930015564,414,-0.19738550848793068
416,1132.6579198918664,6.58930015564,415,-0.19738550848793068
417,427.6794942212644,6.58930015564,416,-0.19738550848793068
418,645.2713520511685,6.898149967194,417,-0.19738550848793068
419,534.8317107971152,5.746966838837,418,-0.19738550848793068
420,418.6740811402203,6.58930015564,419,-0.19738550848793068
421,533.6652265710591,5.746966838837,420,-0.19738550848793068
422,887.5702259715036,8.4420337677,421,-0.19738550848793068
423,656.3864311312557,6.148349761963,422,-0.19738550848793068
424,680.3097807736813,5.605383396149,423,-0.19738550848793068
425,398.2269108647926,4.561600208282,424,-0.19738550848793074
426,887.5713942887237,8.418549537659,425,-0.19738550848793074
427,937.5901996970808,7.718066692352,426,-0.19738550848793074
428,376.2640093536705,4.046700000763,427,-0.19738550848793074
429,534.95943765531,5.746966838837,428,-0.19738550848793074
430,534.7296173208042,5.746966838837,429,-0.19738550848793068
431,622.3036422990975,6.420133113861,430,-0.19738550848793074
432,536.121382811074,5.746966838837,431,-0.19738550848793074
433,854.357608540793,6.659516811371,432,-0.19738550848793068
434,522.2032391713162,5.008366584778,433,-0.19738550848793074
435,574.8253520435319,7.167699813843,434,-0.19738550848793074
436,661.250824533677,5.476616859436,435,-0.19738550848793068
437,661.2454812499457,6.898149967194,436,-0.19738550848793068
438,624.7728161603775,6.87001657486,437,-0.19738550848793074
439,533.6079871646463,5.774716854095,438,-0.19738550848793074
440,600.4217815880393,6.981649875641,439,-0.19738550848793074
441,953.5647208006936,7.718066692352,440,-0.19738550848793068
442,601.4638636331988,7.478449821472,441,-0.19738550848793074
443,536.0368863875391,5.746966838837,442,-0.19738550848793074
444,815.4754131517054,6.681300163269,443,-0.19738550848793074
445,448.3576431513416,4.22221660614,444,-0.19738550848793068
446,932.6348711942384,7.718066692352,445,-0.19738550848793068
447,563.3898855085014,5.83703327179,446,-0.19738550848793068
448,600.4189462371237,6.189066886902,447,-0.19738550848793068
449,903.5666429458053,8.049833297729,448,-0.19738550848793068
450,464.1113663620996,7.674133300781,449,-0.19738550848793068
451,865.626244536353,7.31575012207,450,-0.19738550848793068
452,903.6007412167512,8.76438331604,451,-0.19738550848793068
453,777.5723424087677,7.374183177948,452,-0.19738550848793074
454,284.3325701859799,4.659533500671,453,-0.19738550848793074
455,1148.655223848543,7.085133552551,454,-0.19738550848793068
456,793.5474174986189,7.374183177948,455,-0.19738550848793068
457,419.27832771958623,5.235799789429,456,-0.19738550848793068
458,1148.654541519673,7.195000171661,457,-0.19738550848793068
459,789.494541154397,7.936833381653,458,-0.19738550848793074
460,724.5377977077126,4.988266468048,459,-0.19738550848793074
461,1170.614258940652,6.659516811371,460,-0.19738550848793068
462,793.5660357163134,6.681300163269,461,-0.19738550848793074
463,472.6152827139385,7.61656665802,462,-0.19738550848793068
464,396.67872796470976,6.659516811371,463,-0.19738550848793068
465,1023.573611393153,8.545900344849,464,-0.19738550848793068
466,810.3674545774527,6.659516811371,465,-0.19738550848793068
467,442.6840864466528,7.043333530426,466,-0.19738550848793068
