MR2011,MA2006,MR1904,MA2009,MA2010,MA2011,MR1803,MR1811
0.005571063,0.015212949,0.005571063,0.020417595,-0.001159064,-0.037073798,0.029082069,-0.01515666
0.00256266,0.015212949,0.00256266,0.020417595,0.022018767,-0.016308646,0.032918021,-0.01515666
-0.015939078,-0.001171668,-0.015939078,0.020417595,0.018537959,0.00316004,0.003787019,-0.01515666
-0.024688556,-0.014453866,-0.024688556,0.030452952,0.030976961,0.00316004,-0.009102285,-0.00673321
-0.012581874,-0.01313412,-0.012581874,0.026946682,0.013403702,0.00316004,0.012756238,-0.00673321
0.003495673,-0.009551804,0.003495673,-0.026402606,0.002713026,0.00316004,0.013373765,-0.00673321
0.005771067,0.004677406,0.005771067,0.01632706,-0.004068399,0.00316004,-0.011454053,-0.00673321
-0.011475819,0.011148175,-0.011475819,-0.0113651,0.009512508,0.00316004,-0.000650793,0.000334452
0.018080797,-0.018883574,0.018080797,0.010099318,-0.008033706,0.00316004,-0.005104222,0.01931638
0.004274923,-0.028053382,0.004274923,-0.010995248,0.002398779,0.00316004,-0.009557634,0.00673839
-0.018794129,0.0360798,-0.018794129,-0.004582009,-0.014209205,0.01652841,-0.014011046,0.021267761
-0.005068301,-0.000292026,-0.005068301,0.005445413,0.009970668,0.024534033,-0.010549218,0.033244729
-0.014578755,0.027568471,-0.014578755,-0.040616538,-0.013836179,0.007313112,-0.01015879,-0.005096742
-0.01321814,-0.007886305,-0.01321814,-0.043889,0.001713622,-0.004719897,0.002730627,-0.00591523
-0.002002468,-0.041617084,-0.002002468,0.008952262,-0.005502527,0.007646824,0.015028269,-0.011663029
-0.00070613,0.026697298,-0.00070613,-0.014221987,-0.021177922,0.013527657,-0.015171798,-0.025310125
0.018203415,0.013243756,0.018203415,0.005657373,-0.000573869,-0.0110902,0.016083826,-0.018057536
0.009317349,-0.032886294,0.009317349,0.031247696,0.004096526,-0.0277076,0.033168324,-0.010182169
0.020573024,0.029455217,0.020573024,0.009221627,0.004096526,-0.006711176,0.019971553,-0.003200535
0.012609973,0.042462522,0.012609973,0.030924656,0.002628679,0.012636299,0.026782663,0.027554663
0.02525848,0.073197096,0.02525848,0.042701568,0.021880349,0.013851217,0.056333543,-0.007300226
-0.008069647,0.008117181,-0.008069647,0.003842661,0.010080977,-0.017505919,0.060436485,0.004576206
0.012405574,0.029144731,0.012405574,0.024889409,0.007438111,0.00661073,0.081487431,0.030011894
-0.005391188,0.002657172,-0.005391188,0.00413854,0.009258237,-0.037545599,0.068547434,0.04429475
0.024184046,0.027260129,0.024184046,0.002497302,0.016305676,0.035264335,0.07430824,0.099222872
0.052093257,0.053880937,0.052093257,0.00354072,-0.011524896,0.020877566,0.0861796,0.283853195
0.124122876,0.0775501,0.124122876,0.0400774,0.039881033,0.034509198,0.091088924,0.43853724
0.546874456,0.12027426,0.546874456,0.080505427,0.052756447,0.033263082,0.20961829,0.510375073
1.212908653,0.418939723,1.212908653,0.314741813,0.167934553,0.372008901,1.082389745,1.021099555
0.564904405,0.199558604,0.564904405,0.162197094,0.17939347,0.381143163,1.745792311,1.566061936
0.021141624,-0.018351578,0.021141624,0.015176462,0.092579915,0.001593399,0.439234674,0.656732243
0.077620677,-0.01011666,0.077620677,0.020553146,0.04988196,0.028298821,0.106253913,0.109058092
-0.002635437,-0.01011666,-0.002635437,-0.018163297,0.044847548,-0.012356927,0.057307019,0.121463287
0.015337771,-0.01011666,0.015337771,0.018136902,0.04543468,-0.004444514,0.024573906,0.054119406
-0.021952019,-0.01011666,-0.021952019,0.004526494,0.033964118,0.002451552,-0.006913553,0.060338458
-0.010311936,-0.01011666,-0.010311936,-0.015528366,0.019520504,0.009821274,-0.048730866,0.01126637
-0.0281759,-0.021439666,-0.0281759,-0.030482413,-0.000952143,0.019414141,0.006068882,0.019855646
0.013011754,-0.009959487,0.013011754,0.004090365,0.013263922,-0.023161234,0.006068882,0.022516894
0.013011754,-0.002367786,0.013011754,-0.04728373,0.016048355,-0.023161234,0.006068882,0.024693176
0.013011754,-0.013018075,0.013011754,0.005612008,0.013817237,-0.023161234,-0.008895661,0.021596448
-0.003282865,-0.01331374,-0.003282865,-0.002444461,0.012481117,-0.023161234,-0.020744201,0.044045086
0.018178124,0.022512428,0.018178124,-0.002444461,0.01136555,-0.023161234,-0.016323013,0.022349097
-0.022599937,0.006968381,-0.022599937,-0.002444461,-0.012361214,-0.023161234,0.00279291,0.021213725
0.007282823,0.011810014,0.007282823,-0.018537935,-0.005480829,-0.023161234,0.009581514,0.001658054
0.018369202,-0.024990219,0.018369202,-0.005203465,0.005790763,-0.023161234,0.034515677,0.038558368
0.030686401,0.00419321,0.030686401,0.011349774,-0.020231458,-0.020474887,-0.003952738,0.038558368
-0.001952295,-0.014097105,-0.001952295,-0.011887908,0.001330702,0.012695626,0.014996474,0.038558368
-0.011871998,0.006232173,-0.011871998,0.009497513,0.004875755,0.036655954,0.000189098,0.038558368
-0.020897447,-0.030345215,-0.020897447,0.016086236,0.005404174,0.017431607,0.004519934,0.009851959
-0.013904618,-0.047629749,-0.013904618,0.020472088,-0.006128298,0.004059453,0.007598865,0.000726208
-0.011372785,-0.006550094,-0.011372785,0.027919038,0.039674881,0.01812128,0.008007423,0.026538131
0.016247479,0.022074388,0.016247479,0.035700437,0.004589684,0.022360452,0.002677522,0.024065867
-0.004208224,-0.003965528,-0.004208224,0.018100289,0.006242084,-0.009033738,-0.014890985,0.001645367
-0.018242743,-0.00022233,-0.018242743,-0.002272962,-0.013444391,-0.000547887,-0.007416843,-0.019769919
-0.00518316,0.067072199,-0.00518316,-0.02264618,0.018271454,-0.012903193,0.00671189,0.010610194
0.015302813,0.117153431,0.015302813,0.005960455,0.045701677,0.054279044,-0.032510095,0.039674847
0.013030279,0.006893416,0.013030279,-0.01595261,0.032236999,0.03713517,0.007022965,0.056572167
0.046375872,0.056756093,0.046375872,0.070323791,0.016652248,0.029316836,0.04224125,0.073762624
0.054123612,0.1058401,0.054123612,0.07315418,0.087175675,0.065184155,0.125940368,0.069451907
0.039134364,0.122197226,0.039134364,0.065514292,0.075187355,0.097597741,0.11507676,0.052710602
0.024826535,0.022516384,0.024826535,0.010900056,0.037786709,0.103424029,0.07444399,0.105429736
0.080934819,0.01705292,0.080934819,0.114440128,0.040345654,0.058318116,0.086548064,0.064416981
0.050421355,0.017562447,0.050421355,0.102107389,0.016543842,0.003053124,0.099968372,0.019405621
0.002438122,0.033566123,0.002438122,0.02620524,0.030964004,-0.045051701,0.050213969,0.018453505
0.00045988,-0.0025966,0.00045988,0.012826359,-0.003345079,-0.049218376,-0.009739048,0.013438081
0.025150428,0.002656148,0.025150428,0.006848807,0.004815714,-0.004625025,0.002749388,0.034848145
0.005200242,0.051451138,0.005200242,0.04344829,0.063260864,0.039968275,-0.002137451,0.05331008
0.00494363,0.030957371,0.00494363,0.04344829,0.026926897,0.05745839,-0.011262943,0.01592493
0.033238745,0.01760846,0.033238745,0.04344829,0.025424462,0.039847576,0.061585173,0.044928356
0.026260615,0.025215399,0.026260615,0.028873683,-0.008752779,0.104928932,0.083897557,0.063035196
0.004998769,-0.01305053,0.004998769,-0.024720652,0.005716896,0.035202707,0.018595179,0.020722116
-0.015634519,0.007028262,-0.015634519,0.015997413,0.016257394,0.018244306,0.016467828,-0.001157484
-0.012576922,0.080759094,-0.012576922,0.013550193,0.016257394,0.020074252,0.037888004,0.019772865
0.010988231,0.080759094,0.010988231,0.005238221,0.016257394,0.016689973,0.02829756,0.025067977
-0.000819298,0.080759094,-0.000819298,0.003050387,0.016257394,-0.000638404,0.023567733,0.006489478
0.016303359,0.080759094,0.016303359,0.001529469,0.016257394,0.02242699,0.001928942,-0.00411773
0.016003168,0.080759094,0.016003168,0.008907987,0.022187527,0.006458143,0.001805759,0.033795655
0.047380523,0.080759094,0.047380523,0.017255311,0.011527356,0.000486259,-0.013088397,0.031607591
0.044839036,0.080759094,0.044839036,0.108283635,0.032987642,0.041226921,0.09211855,0.032300921
0.018471958,0.041700008,0.018471958,0.044987541,0.035439985,0.063274961,0.009887606,0.037596074
-0.027320219,-0.034896711,-0.027320219,0.011896013,0.031036494,0.008427456,-0.017386305,0.026423354
-0.007586257,-0.014264643,-0.007586257,0.033022628,-0.00277889,0.005799386,-0.023310665,0.007786552
0.009767621,0.006156113,0.009767621,-0.021164657,0.016513174,0.019418181,-0.009019415,0.007786552
0.012166984,0.025589508,0.012166984,0.013875856,-0.000940822,0.025627587,0.028243441,0.007786552
-0.003848592,0.036960266,-0.003848592,0.013444801,0.005139998,0.007671322,0.014033054,0.007786552
0.000308995,0.010657259,0.000308995,0.007997787,0.019357812,0.027363148,0.001204337,0.007786552
3.6e-05,0.003993383,3.6e-05,0.00255079,0.033390435,0.005709859,0.010590845,-0.009219267
0.020633274,0.059944833,0.020633274,-0.002896206,0.053456742,0.021918979,-0.003543639,0.010329693
0.024869306,-0.00381903,0.024869306,0.067458662,0.038801398,-0.002198304,0.014983598,-0.00950893
0.016523569,0.008975152,0.016523569,0.048043223,0.017519826,0.010673507,0.012164462,-0.004806734
-0.005173123,0.015780713,-0.005173123,-0.018774808,-0.003206037,-0.020839132,0.009253888,0.008479721
-0.006300061,-0.005381541,-0.006300061,0.00842484,-0.00479231,0.000474462,0.006148753,0.034780091
-0.010997077,-0.013271754,-0.010997077,0.018019061,-0.001680494,0.000474462,0.003043619,0.031506222
-2.26e-06,0.028317403,-2.26e-06,0.024544742,-0.002340148,0.030444554,-6.15e-05,0.01937712
-0.002949133,0.012166752,-0.002949133,0.024944583,-0.003925421,0.030444554,-0.00442094,0.012888901
0.007346674,-0.00124984,0.007346674,0.024679442,0.027302301,0.030444554,-0.01144837,0.000874228
0.007447338,-0.012323639,0.007447338,0.017522155,0.006235065,0.030444554,-0.007186271,-0.024150375
0.033041311,-0.01246194,0.033041311,0.009616989,0.004306565,0.030444554,0.001015757,0.007278063
0.011642784,-0.008223075,0.011642784,0.01906958,0.010706355,0.030444554,-0.016479666,0.011353803
-0.008164934,0.016443171,-0.008164934,0.030405782,0.000749527,0.030444554,0.002151139,0.007190548
-0.011163181,0.033558022,-0.011163181,0.05003817,0.000749527,0.030444554,0.006981406,0.009659622
0.0059975,0.015438773,0.0059975,0.021558027,0.000749527,0.014946331,0.002541502,0.028837518
0.00531428,0.014638061,0.00531428,0.027359125,0.024456186,0.014676676,0.036392274,0.024360833
0.010855536,0.073794478,0.010855536,0.027359125,0.066850079,0.028769599,0.040830532,0.025652219
0.069916502,0.099051816,0.069916502,0.197977397,0.111648753,0.141204888,0.124303701,0.069103921
0.157548859,0.323668311,0.157548859,0.188199348,0.113395389,0.30667285,0.272438066,0.102900389
0.101469574,0.120668385,0.101469574,0.058915556,0.068373178,0.075958594,0.07595979,0.037488205
0.023805862,0.020907526,0.023805862,0.018320474,0.050689676,0.033087148,0.02390801,0.008337398
0.001396195,0.000302659,0.001396195,-0.011514274,0.041882694,0.033010177,-0.01015552,0.017221558
-0.012898736,0.056038138,-0.012898736,0.021967063,0.048165992,0.02749024,-0.005988108,-0.002956335
0.003484722,0.029638221,0.003484722,0.013287129,0.021929878,0.01401099,-0.000565584,-0.019192462
0.021828341,0.060883203,0.021828341,0.047297183,0.027564378,0.052016703,0.007524113,-0.018119658
0.006065563,0.034601237,0.006065563,0.037484054,0.006963551,-0.017177372,0.026910746,0.012984542
0.027521361,0.011963661,0.027521361,-0.020530668,0.008143572,0.034099026,0.050216675,0.053343802
0.004584594,0.010285724,0.004584594,0.014855976,0.016833144,0.010901582,0.024260013,0.052353068
-0.028961267,0.010285724,-0.028961267,0.024406637,0.016467745,0.143614523,-0.015698112,-0.01229887
0.016022237,0.010285724,0.016022237,0.030012753,0.013884314,0.02947845,-0.026781761,0.005808092
0.03945243,0.010285724,0.03945243,0.078515419,0.058841793,-0.023738748,0.023472347,0.006464978
0.017097333,0.010285724,0.017097333,-0.031758395,0.00677521,-0.009660172,0.023472347,-0.000889741
0.00258047,0.010285724,0.00258047,0.063971124,0.007336167,0.054552662,0.047360738,0.022043771
0.004712125,0.033729111,0.004712125,0.020471236,0.027298857,0.100958903,0.01524707,0.023216725
0.00684378,-0.01169049,0.00684378,0.00424039,0.021815075,0.032385968,0.02498747,0.0120385
0.008975435,0.053820651,0.008975435,-0.007131113,0.010101723,-0.010895803,0.06334406,0.011606534
0.008106048,0.020343527,0.008106048,0.007496062,-0.007649184,0.057832762,0.019001324,0.001506185
0.000863887,-0.021635227,0.000863887,0.024933514,0.0093478,-0.001008574,0.037361691,0.026211272
0.001181806,-0.038894431,0.001181806,-0.000530436,0.022758423,0.055556357,0.01726661,0.015967834
0.004111122,0.02969541,0.004111122,-0.030630395,-0.027256872,-0.013533001,0.033009348,-0.016938152
-0.008824889,-0.021816396,-0.008824889,0.004905219,0.023469541,-0.002198989,0.005697058,-0.005971481
0.005140191,-0.011773604,0.005140191,0.004905219,0.023469541,0.005583177,0.01783764,-0.008794431
0.014904502,-0.037872662,0.014904502,0.002745926,0.023469541,0.006606229,0.006576524,-0.002131591
0.015751708,0.018220616,0.015751708,0.004337575,0.009265749,-0.006384828,0.016100604,0.019633528
0.012922995,-0.004565388,0.012922995,0.007653103,-0.002349316,0.036836747,-7.67e-05,0.018301228
0.002292039,0.036771305,0.002292039,0.011154758,0.026512624,-0.004726673,-0.000359934,-0.019800248
-0.000776363,0.000604819,-0.000776363,0.020785932,-0.004451888,0.060137552,-0.005613668,-0.032018551
0.012204882,0.034930309,0.012204882,0.031078598,0.008170551,-0.014308825,0.035612952,-0.003037329
0.013001015,0.001875964,0.013001015,0.060271064,0.040089481,-0.019395397,0.027732236,0.013156056
0.001386569,0.069649974,0.001386569,-0.006573141,0.012727975,-0.019395397,0.046403498,0.013156056
0.006537273,-0.001720314,0.006537273,0.032468675,-0.023077081,-0.019395397,0.036659941,0.013156056
0.000171094,0.063708319,0.000171094,-0.014005225,-0.021102644,-0.019395397,0.02362298,0.013156056
0.011478533,0.01664924,0.011478533,0.049978739,0.025964689,-0.019395397,-0.015187651,0.008996804
-0.000245581,0.057973495,-0.000245581,0.028933115,0.021497565,-0.019395397,-0.01818166,0.022989204
-0.004404665,0.029328211,-0.004404665,0.061679362,0.034352478,-0.019395397,-0.047759194,0.019662192
0.007483422,0.089340003,0.007483422,0.052322269,-0.005344805,-0.019395397,0.03715536,-0.010159742
0.024042492,0.039825414,0.024042492,0.051472352,-0.003181567,0.111927688,0.049033034,0.01505332
0.027101995,0.206058086,0.027101995,0.052109066,0.012817915,0.015151929,0.031770235,0.036038772
0.04544948,0.095645044,0.04544948,0.153899886,0.066187997,0.200480158,0.060793449,0.100431986
0.085380864,0.432259897,0.085380864,0.103105288,0.068290848,0.097962651,0.078460792,0.151621445
0.21824898,0.43306292,0.21824898,0.328463777,0.291192942,0.432767593,0.162328583,0.181805402
0.921619577,2.539697271,0.921619577,0.585463673,0.571638742,0.539310108,0.431423411,0.422234929
1.39348092,4.082621386,1.39348092,2.990325646,1.611625251,3.353337682,1.699134451,0.647158063
0.420491349,0.547723644,0.420491349,1.866122458,1.327082646,3.261892781,1.596117793,0.286169037
0.064334845,0.039671958,0.064334845,0.152621009,0.641279503,0.256214495,0.198571352,0.056862054
0.07018372,-0.032628231,0.07018372,0.217749764,0.418697379,0.376361228,0.142733906,0.058963173
0.008198277,0.038477431,0.008198277,-0.005878954,0.260007697,-0.048946292,0.015316027,0.024374646
0.015583141,-0.015149017,0.015583141,0.078293701,0.173395866,0.132437071,0.052146264,0.037292374
0.028947099,0.012044225,0.028947099,-0.042076264,0.090819174,-0.063564179,-0.034671947,0.02867419
0.033899773,-0.02376288,0.033899773,-0.02658737,0.088757816,0.093201686,0.036370401,0.038969328
0.021027878,-0.012821299,0.021027878,0.045002526,0.015217498,-0.049463099,0.023694914,0.029247666
0.005632439,-0.042725113,0.005632439,-0.033436603,0.02792863,0.084290667,0.043304474,0.006729553
-0.001650861,-0.023659584,-0.001650861,0.033630563,0.029422044,-0.040375634,0.014288927,0.01010146
0.006123813,-0.026745432,0.006123813,-0.008204229,0.021701257,-0.055832533,0.020696868,0.029745775
0.007815247,0.034811405,0.007815247,0.034486611,0.008694263,0.002121729,-0.014853169,-0.008553157
0.033197431,-0.033187487,0.033197431,-0.002222165,-0.00560252,-0.03032897,0.011323128,0.009773565
0.008082173,-0.014532071,0.008082173,0.00046693,-0.001774943,0.020224717,0.017737676,0.014845037
-0.008058391,-0.03170535,-0.008058391,-0.015593775,0.006474329,-0.015778337,0.017443559,0.008443906
-0.005188854,0.0036152,-0.005188854,0.014826925,0.007926743,0.042026808,0.002939326,0.01404859
-0.005685115,0.012236879,-0.005685115,-0.026143084,0.007721247,-0.026072025,-0.007162007,-0.013081096
0.000153864,0.020662163,0.000153864,0.02278139,-0.009099335,-0.011376912,0.012190147,-0.022359254
0.01515146,0.028177291,0.01515146,-0.014130422,0.006279624,-0.022712934,0.046073143,-0.001278696
0.011602992,0.02862217,0.011602992,-0.01232133,0.023358019,0.039397767,0.020455833,0.017997548
0.030844904,-0.00369748,0.030844904,-0.000136439,0.013021279,-0.009063581,0.001017967,-0.000209303
0.011188142,-0.023053242,0.011188142,0.012596808,0.020668035,0.075233376,-0.005335313,0.013437736
0.006295678,0.00508559,0.006295678,-0.022457839,0.034847441,0.014773645,-0.016721716,0.01758096
-0.01423447,-0.014805576,-0.01423447,0.035494557,0.01654335,-0.029350335,-0.005208493,0.006639946
-0.00800802,5.31e-05,-0.00800802,-0.023807898,-0.009672264,-0.021521235,0.01966713,-0.004301068
-0.00800802,-0.025059084,-0.00800802,-0.047744024,-0.01269319,0.001517039,-0.017147209,-0.015242082
-0.005493758,0.021886976,-0.005493758,-0.018117659,-0.010065757,0.025868729,0.031953114,-0.011770492
0.000387669,0.009281159,0.000387669,-0.018117659,0.012959548,0.03879018,0.031953114,0.014571483
0.013396268,-0.009391461,0.013396268,-0.018117659,0.00468784,-0.006849392,0.012397109,0.023141765
0.023002353,-0.015690259,0.023002353,0.024781275,0.014407764,0.027417616,0.014536818,0.003514819
0.011936909,0.014336296,0.011936909,0.019799954,0.030656826,-0.031007646,-0.007468933,0.005587152
-0.008832291,-0.029898667,-0.008832291,0.010550706,0.001574247,-0.010366977,0.00181521,0.022244884
0.010188656,0.010452357,0.010188656,0.025073152,0.021901177,-0.041048429,0.007267022,0.008668706
0.020789659,0.010452357,0.020789659,0.042139271,0.020105504,0.041618681,0.038551421,0.016900976
0.013574766,-0.025548761,0.013574766,0.018306511,0.009346192,0.019940103,0.03432265,0.028315438
0.002149597,0.021712598,0.002149597,-0.009901135,-0.006702113,0.02331602,0.012469381,0.014700479
-0.004709516,0.010215263,-0.004709516,0.00707284,-0.024037321,-0.027025855,-0.013099176,0.033797077
0.012119036,-0.003708513,0.012119036,0.028878452,-0.017004528,0.024813712,0.018426574,0.035016551
0.018759966,-0.016157371,0.018759966,0.029211198,-0.004043405,-0.023615697,0.020489861,0.013034535
0.012767841,-0.021782178,0.012767841,0.027248095,0.005139505,-0.010651822,0.013319713,0.004164799
-0.006469078,-0.019539647,-0.006469078,-0.003857851,0.013403472,-0.005138508,-0.01338035,-0.005945336
-0.006258998,0.006507751,-0.006258998,0.011005022,-0.030330623,-0.023571304,-0.010698949,-0.01802221
-0.011721042,-0.024099983,-0.011721042,0.010661207,-0.002076447,-0.000799624,0.033972677,-0.020278714
0.004578516,-0.034838569,0.004578516,0.008132231,-0.002076447,-0.012492125,0.004133407,-0.006965749
0.006628191,0.00346844,0.006628191,-0.029964561,-0.002076447,-0.01081359,-0.046151616,-0.006965749
0.003167092,-0.00068104,0.003167092,0.042674152,-0.002076447,0.028143856,-0.013183377,-0.006965749
-0.011945808,0.003860253,-0.011945808,0.042674152,-0.002076447,-0.028144112,-0.014388665,-0.006965749
-0.018914762,0.027591823,-0.018914762,0.042674152,-0.002076447,-0.017463777,-0.014754266,-0.006965749
-0.008666399,-0.026822636,-0.008666399,0.042674152,-0.002076447,-0.053664297,-0.013344698,-0.006965749
-0.008458398,0.006096446,-0.008458398,0.042674152,-0.002076447,0.029656942,0.002970332,-0.006965749
-0.007005514,0.027074504,-0.007005514,0.042674152,-0.002076447,-0.039309033,0.017202366,-0.006965749
0.022560476,0.005462534,0.022560476,0.042674152,0.018196668,-0.039309033,-0.021932441,-0.006965749
0.01116428,0.034983209,0.01116428,0.042674152,0.001272488,-0.039309033,-0.003635123,-0.006965749
0.00380598,0.031755866,0.00380598,0.042674152,0.019113775,-0.039309033,0.021626418,-0.006965749
0.004981118,0.025542327,0.004981118,0.022212281,0.009125198,-0.039309033,-0.028423388,-0.006965749
0.003628011,0.005532662,0.003628011,0.022212281,-0.003442546,-0.039309033,-0.052434902,-0.006965749
-0.003067581,-0.003974773,-0.003067581,0.022212281,-0.014495407,-0.039309033,-0.021424394,-0.006965749
-0.009973875,0.014024261,-0.009973875,0.022212281,-0.033862272,-0.039309033,-0.034250942,-0.013501604
-0.003839667,-0.035983294,-0.003839667,0.022212281,-0.018968796,-0.039309033,-0.013652661,-0.013501604
0.010275773,0.02701112,0.010275773,0.022212281,0.02301886,-0.005210288,0.004283566,-0.013501604
-0.005452073,-0.008327611,-0.005452073,0.022212281,0.008978136,-0.034207451,0.014290867,-0.013501604
-0.003085947,-0.008327611,-0.003085947,-0.009497088,-0.001606651,0.009373256,0.007549459,-0.013501604
-0.000200994,-0.008327611,-0.000200994,-0.007202431,-0.007786274,0.00900965,0.010890713,-0.018420372
0.024875397,-0.008327611,0.024875397,-0.001277926,-0.005462067,0.019842086,0.035527488,0.0175228
0.010024299,-0.008327611,0.010024299,-0.010694022,-0.001073222,-0.006781805,0.04587944,0.015261116
0.008485729,-0.008327611,0.008485729,-0.021747219,0.012386651,0.0077475,0.026063774,-0.005229598
-0.011611454,-0.008327611,-0.011611454,0.006894563,-0.008236185,-0.018577328,0.004987504,-0.004745201
-0.003221476,-0.028717961,-0.003221476,-0.009320906,0.004760936,-0.008926669,-0.018750434,-0.005100907
0.005168501,0.029370149,0.005168501,-8.99e-05,0.004760936,-0.000592768,-0.021031215,-0.006787998
0.003338692,0.001868313,0.003338692,0.012413405,0.004760936,0.001660986,0.001820155,-0.008475089
-0.020068514,-0.018014832,-0.020068514,-0.006534196,0.004760936,0.007951257,-0.017913791,-0.01016218
-0.024642077,-0.002730993,-0.024642077,0.020259736,0.004760936,0.022341094,-0.017475016,-0.011849271
-0.002949425,0.011830316,-0.002949425,0.033876632,0.004760936,0.002360687,0.006004322,-0.013536342
-0.006507744,0.023056935,-0.006507744,0.045531106,0.004760936,0.030681605,-0.011768487,-0.015223433
-0.003241935,0.041378799,-0.003241935,-0.029421336,-0.008230297,0.009555813,-0.029541184,-0.016910524
0.006771374,0.092440339,0.006771374,0.033690675,-0.008230297,0.109748456,-0.027138048,-0.013995062
0.017530206,0.156840163,0.017530206,0.029641861,-0.008230297,0.118854844,0.001819623,-0.003789002
0.007715311,0.228104761,0.007715311,0.016767106,-0.008230297,0.199688198,-0.003042356,0.006417036
0.014588554,0.066879664,0.014588554,0.013098601,-0.008230297,0.128743731,0.002605272,0.016623096
0.013869527,0.009210817,0.013869527,0.010410489,-0.008230297,0.041238684,0.010249621,0.027036037
-0.002869392,0.014276105,-0.002869392,0.007722343,-0.008230297,0.011152391,0.000541983,0.037776669
-0.011593736,0.027636144,-0.011593736,0.005034214,-0.008230297,0.011048876,0.010419872,0.049758512
-0.003408728,0.001730619,-0.003408728,0.01641195,-0.008230297,0.000111901,-0.007775205,0.043843364
0.00308886,0.042082695,0.00308886,0.029286637,-0.008230297,0.000111901,0.017408246,0.02468505
0.019526662,0.001287148,0.019526662,0.011471361,0.025157956,0.000111901,0.001411342,0.034356739
0.068493678,0.020913745,0.068493678,0.039495519,0.07193812,0.000111901,0.087904888,0.071756373
0.11250643,-0.001346086,0.11250643,0.132590823,0.117206172,0.000111901,0.155375342,0.106700808
0.079662156,0.030516542,0.079662156,0.182945903,0.077434857,0.000111901,0.17158326,0.058746012
0.012290914,-0.012839003,0.012290914,0.021611328,0.055678168,0.000111901,0.014050034,0.042078651
0.039613847,0.023077809,0.039613847,0.084143672,0.043274919,0.000111901,-0.027358585,0.043738338
-0.011108665,-0.022465843,-0.011108665,0.066444926,0.023925471,0.026660433,0.00386344,0.004624128
-0.013811793,0.003514429,-0.013811793,-0.034383926,0.002891314,0.013818588,0.00386344,0.021705333
-0.001824248,-0.037860509,-0.001824248,0.004240986,2.74e-06,0.061110561,0.016368879,0.011599506
0.018203018,-0.037860509,0.018203018,0.032916367,0.001514621,0.163109215,0.007762036,0.001079717
0.008656547,-0.037860509,0.008656547,0.058877922,0.006995975,0.119179862,0.03394246,0.00977582
0.022235657,0.003757886,0.022235657,0.121055893,0.013439799,-0.006090471,0.033544907,0.017179406
0.024545016,-0.023925558,0.024545016,0.006966051,-0.000531496,0.0059677,0.033186815,0.017179406
0.01362866,0.054689203,0.01362866,-0.008534166,0.016842164,-0.015967057,0.002280938,0.017179406
-0.002652082,0.035022764,-0.002652082,0.03756358,0.01333528,0.011858097,0.00937498,0.017179406
0.014445543,0.009296075,0.014445543,0.000344978,0.002634714,-0.019348473,0.014040699,0.032997909
0.001887901,-0.005369222,0.001887901,0.002868074,0.001764283,0.040170036,0.162269052,0.042191193
0.012474563,0.009798573,0.012474563,0.010596463,0.039572706,0.060501951,0.122225734,0.021028661
0.049316597,-0.038539624,0.049316597,0.018324902,0.059331999,0.092559577,0.001638523,-0.007346583
0.022387937,0.03753787,0.022387937,0.011724974,0.036288867,0.004738743,0.005812152,0.002592199
-0.007412671,-0.001096246,-0.007412671,0.003607525,-0.003110784,0.018821769,0.043424214,0.001349413
0.014218844,0.035919195,0.014218844,0.023123843,0.016155646,-0.027319931,0.027959087,0.002303004
0.004271082,-0.005573718,0.004271082,-0.003561257,-0.008495573,0.004636456,-0.009670338,0.016831074
-0.011025361,0.016685031,-0.011025361,-0.018559561,0.013165405,-0.023736319,-0.017731656,0.022997533
-0.015067243,-0.015117373,-0.015067243,-0.031770316,0.064605036,0.018433103,0.016281746,0.031604747
0.000388805,0.095491588,0.000388805,0.03587805,0.035005048,-0.024642815,0.025000775,0.014253603
0.010411501,-0.003262394,0.010411501,0.03587805,0.022518158,0.030203156,0.036390245,0.007209908
-0.004949245,0.056340761,-0.004949245,0.03587805,-0.017160167,-0.027750049,0.012433121,-9.17e-05
0.017943215,0.002107211,0.017943215,0.03587805,0.0122718,0.034488485,0.016231821,0.017651878
0.004068378,0.146591969,0.004068378,0.03587805,0.024260202,-0.020026612,-0.009365149,0.012062918
0.009186389,0.01866895,0.009186389,0.03587805,0.000518067,0.041506932,0.038085541,0.018665994
-0.014039949,0.234789868,-0.014039949,-0.002554434,0.000518067,0.032162982,0.014919353,0.014748767
0.018649132,0.168414417,0.018649132,-0.002554434,0.000518067,0.051778118,0.070472288,0.037702725
0.02925285,0.595619082,0.02925285,0.05295081,0.069291433,0.032774405,0.029509839,0.053454515
0.025492329,0.413018322,0.025492329,0.037790236,0.02724654,0.169855322,0.105172423,0.163465962
0.032054272,2.410617876,0.032054272,0.104044607,0.077255602,0.200105019,0.039191836,0.349501229
0.079132486,1.890723625,0.079132486,0.065181034,0.072584129,0.442088529,0.114190326,0.385088006
0.189540895,0.095549968,0.189540895,0.18206891,0.262274224,0.36560827,0.325727832,0.477735917
0.761521684,-0.067306434,0.761521684,0.496865215,0.467596631,1.469232631,1.26361599,0.928350071
1.187026354,0.076920787,1.187026354,2.171690751,1.08647655,2.590989984,1.4889001,1.192412972
0.77902726,-0.021919454,0.77902726,1.187494855,1.093271211,0.320179896,0.950098893,0.611678953
0.405710922,0.017906817,0.405710922,0.134199382,0.49316968,0.00831251,0.540871282,0.143077002
