MR2011,MA2006,MR1904,MA2009,MA2010,MA2011,MR1803,MR1811
-0.012401628,0.036893546,-0.012401628,-0.007374968,-0.004186629,-0.016921705,0.005455797,-0.017471161
-0.004414239,0.027418827,-0.004414239,-0.007374968,-0.022219508,-0.016921705,0.029111609,-0.003973132
0.002082382,0.017405321,0.002082382,0.018771913,-0.014075411,-0.016921705,0.006650442,-0.006578922
-0.015803483,0.003504612,-0.015803483,0.012882997,-0.001963941,-0.016921705,-0.015653621,-0.014484943
-0.015776205,-0.007655788,-0.015776205,0.008050372,0.007665109,-0.016921705,-0.037522246,-0.033126499
-0.013661632,-0.00768331,-0.013661632,0.004902426,-0.016450852,-0.016921705,-0.045522251,-0.039223055
-0.005763545,-0.055883253,-0.005763545,-0.004000026,-0.018168296,-0.012531199,-0.015093866,-0.036876132
-0.001692546,-0.011651649,-0.001692546,-0.013939033,0.002006401,-0.010306347,0.010133038,-0.022231273
-0.008224165,-0.027587295,-0.008224165,0.017124187,0.02572672,-0.004342687,0.010133038,0.030331236
-0.009188587,-0.028947431,-0.009188587,0.00953324,0.006559775,0.016603284,0.010133038,-0.01614398
-0.0058665,-0.02814965,-0.0058665,-0.020735186,0.006723516,-0.038719346,0.010133038,-0.014345627
-0.018017501,-0.011805463,-0.018017501,-0.007554335,-0.005673845,-0.019331467,0.010133038,0.004481927
0.001263611,-0.003093426,0.001263611,0.008160295,0.007642952,-0.002757591,0.010133038,-0.01175422
-0.010992562,-0.040726372,-0.010992562,-0.023202176,-0.016212555,-0.006484916,0.010133038,-0.014646159
-0.014039154,-0.015815622,-0.014039154,0.003332966,-0.00012216,-0.003306823,0.010133038,0.009474192
0.005749165,0.011686105,0.005749165,-0.004262187,0.00485573,0.032860326,0.010133038,0.025110231
0.003371545,0.027987615,0.003371545,-0.001438325,-0.000252363,-0.033595516,0.020949945,0.023573446
-0.00179076,-0.021956722,-0.00179076,0.004751447,-0.001844612,0.022321352,0.014080454,0.016821872
-0.003523375,0.023634444,-0.003523375,-0.017836681,-0.002255604,-0.009425167,-0.025134495,-0.000483314
0.016340436,0.010932455,0.016340436,-0.007641642,-0.000908617,-0.036734204,-0.014858311,-0.007181325
0.010621846,0.001042986,0.010621846,0.018285054,0.001028934,0.013140243,0.004783722,0.007584871
0.00908113,0.011393586,0.00908113,0.000226579,0.002966493,-0.004918616,0.006735861,-0.010078383
0.007962508,0.017423288,0.007962508,0.000518802,0.004904046,0.017359904,-0.023650716,-0.010078383
-0.013662294,-0.007634866,-0.013662294,0.005594417,-0.004937732,0.011176556,-0.005762858,-0.010078383
-0.006700186,-0.027650918,-0.006700186,-0.003722453,-0.018735419,0.008416485,0.001476545,-0.00286232
-0.006238315,-0.011398781,-0.006238315,-0.015624512,-0.025500559,0.023056236,-0.016573,-0.006258462
-0.005190152,0.000530503,-0.005190152,-0.022548944,0.003853407,-0.012449702,-0.004748386,-0.031113747
0.027338492,-0.00997967,0.027338492,-0.028579593,0.010783994,-0.027742889,-0.035887158,-0.025810469
0.004785286,0.027628995,0.004785286,-0.012540374,-0.02737807,0.004541584,0.010091592,0.006507395
-0.014517181,-0.027140271,-0.014517181,0.007461442,-0.012168674,0.005389137,-0.001134877,-0.019226285
-0.013681098,-0.01919978,-0.013681098,-0.016677806,-0.023408532,0.009850401,-0.026438327,-0.006519584
0.006433445,-0.0073738,0.006433445,-0.002679887,-0.015180203,0.028238727,-0.003820235,0.014915954
-0.005406813,0.00066731,-0.005406813,-0.010162547,0.010507041,-0.028543544,0.007181671,0.001582708
-0.013066747,-0.009837318,-0.013066747,0.023078205,0.002425659,-0.003347712,-0.016461378,-0.00502103
-0.009165533,0.027762435,-0.009165533,-0.003400026,-0.016979271,0.013412456,-0.008412531,-0.033438731
-0.010715266,-0.027001351,-0.010715266,0.003986539,0.011632351,-0.02319839,-0.015115424,-0.007265915
-0.01618895,-0.020897423,-0.01618895,-0.027386371,5.88e-05,-0.008524373,-0.045970541,-0.009520935
0.003590656,-0.024101651,0.003590656,0.0095799,-0.003648846,0.00141521,-0.022399697,-0.006467335
0.007956443,-0.01864934,0.007956443,0.008974042,0.001606021,0.011806902,0.007554961,-0.009674919
0.00831491,0.034534517,0.00831491,-0.000841168,0.038874052,0.025444953,-0.0018138,-0.009204579
0.008746525,-0.008666048,0.008746525,0.01045783,0.008069442,0.037801828,0.007542468,0.034071525
0.023973105,-6.74e-05,0.023973105,0.025543152,-0.004819535,0.040960973,0.006482671,-0.006522082
0.006040748,0.008711608,0.006040748,-0.025475377,-0.002852626,0.039747845,-0.006717302,-0.043882367
0.020007867,0.010124261,0.020007867,-0.011563284,8.18e-05,0.007155205,0.022609365,-0.019764353
0.025791328,-0.045825687,0.025791328,0.007475678,0.003340388,-0.016188202,0.070793172,-0.010126244
0.004934004,-0.058716709,0.004934004,0.02496621,0.006599004,0.014770244,0.027660077,0.006592289
-0.004364662,-0.014868412,-0.004364662,0.022060382,0.009857621,-0.030424608,-0.026108648,0.00362407
-0.011165022,-0.009866007,-0.011165022,0.015499315,0.005727523,-0.000962207,0.018037319,-0.044756496
-0.011062544,-0.006217662,-0.011062544,0.011817714,-0.000877763,0.023144663,0.042361666,-0.046226447
-0.006311594,-0.012280462,-0.006311594,0.008652075,-0.009594182,0.008842052,0.011933485,-0.027159955
0.000124539,-0.017079251,0.000124539,-0.011851449,0.014760928,-0.006215031,-0.014324263,0.005047602
-0.00653387,-0.012814508,-0.00653387,0.010614139,0.020454831,-0.026681658,-0.029063353,-0.002678779
0.009736066,-0.003402149,0.009736066,-0.022021216,0.016110004,-0.036112041,-0.031898092,-0.003881169
-0.022193813,0.028459421,-0.022193813,-0.01992733,-0.005125024,0.021495766,-0.00185796,-0.050237323
0.000207074,-0.033501548,0.000207074,-0.00454194,0.001765119,-0.004276456,0.003154135,-0.006997236
-0.012453218,-0.025548522,-0.012453218,0.011746022,-0.009592542,-0.007329605,-0.03312999,-0.006997236
-0.025670431,-0.013077956,-0.025670431,-0.019004699,-0.030846906,-0.011364202,0.004414513,-0.006997236
-0.009698235,0.023084957,-0.009698235,-0.012097722,-0.021837544,-0.022430646,0.017113091,-0.006997236
0.001779915,0.002526735,0.001779915,-0.027361679,-0.021837544,-0.027607359,-0.019733675,-0.006997236
0.003011886,0.012131247,0.003011886,-0.001990094,-0.021837544,0.00215634,-0.038362227,-0.017592966
-0.012881416,-0.031609797,-0.012881416,-0.040373194,-0.021837544,-0.017253474,-0.002726861,-0.015321247
-0.002145903,-0.012360931,-0.002145903,0.015883063,-0.021837544,-0.016954897,-0.012541744,-0.014732048
-0.002965765,0.006345526,-0.002965765,-0.006409663,-0.021837544,-0.015296538,0.000409496,-0.01753828
-0.001110931,0.012488437,-0.001110931,0.014658168,-0.021837544,-0.003902595,-0.023116285,-0.020344471
-0.00303829,-0.030575399,-0.00303829,-0.003090848,-0.021837544,0.004166701,0.008926735,-0.023150703
-0.026706729,0.010236709,-0.026706729,0.016846564,-0.021837544,-0.011561361,-0.017538426,-0.02363764
-0.014174617,-0.006745608,-0.014174617,-0.010678457,-0.021837544,-0.028045148,-0.022438911,-0.01944499
0.010093487,0.007339535,0.010093487,0.02867189,-0.021837544,-0.037844022,0.004329591,-0.01418943
-0.007107211,0.016155107,-0.007107211,-0.011406992,-0.021837544,0.026926892,-0.025841658,-0.006789623
0.00557199,-0.012729749,0.00557199,-0.022026495,-0.021837544,0.006113511,-0.001317271,-0.010019654
0.015683645,-0.029490007,0.015683645,-0.006388564,0.021831968,-0.010314657,0.012074849,-0.017682817
0.02120002,0.03178732,0.02120002,0.012468154,0.003451435,0.004623644,-0.005238326,0.010022884
0.014039949,0.028083645,0.014039949,0.007315163,-0.001042542,0.015213532,-0.0074605,0.022862848
0.003389249,0.003993645,0.003389249,-0.002124248,0.005415966,-0.005291683,0.015234938,0.001044071
-0.005718788,-0.015751261,-0.005718788,-0.001239157,-0.02332079,-0.015358575,0.006488985,-0.004478331
0.008256978,-0.004432425,0.008256978,0.001488765,-0.007519802,0.037096813,0.021338231,-0.000506424
0.000932827,0.001878345,0.000932827,-0.010190015,-0.002553812,0.007639817,-0.001340619,-0.018204857
-0.005693099,-0.018913027,-0.005693099,-0.024439674,-0.007515127,0.011126384,-0.000513264,-0.007620523
-0.010393677,0.014450887,-0.010393677,-0.000270456,-0.008956652,0.008861844,-0.005950315,-0.026920245
-0.01154457,-0.009131873,-0.01154457,-0.015349988,-0.009220861,-0.022389808,-0.028656554,-0.013865415
-0.002908627,-0.024698319,-0.002908627,0.018015315,-0.003149259,0.022846368,-0.034044385,-0.03381597
0.000373169,0.002509435,0.000373169,0.015384676,0.0050413,-0.003562899,-0.008403579,-0.020879756
-0.011104984,-0.061314977,-0.011104984,-0.031729787,0.015343879,-0.026035458,-0.008403579,-0.027807172
-0.008314314,-0.035841991,-0.008314314,-0.008467055,-0.007440112,-0.020391522,-0.008403579,-0.028262011
0.022630923,0.001055079,0.022630923,-0.008467055,0.000542331,-0.009200978,-0.008403579,0.025090323
0.019514745,0.026804765,0.019514745,-0.008467055,0.022589335,0.034325081,-0.012000954,0.021725038
0.007414803,0.038530807,0.007414803,-0.008467055,0.008729573,0.023976515,-0.008888693,0.019252795
-0.006431525,-0.03527082,-0.006431525,-0.008467055,0.016661433,-0.00042942,-0.037396869,0.017489789
-0.013912695,-0.011361846,-0.013912695,-0.008467055,0.00139026,-0.020062924,-0.00448568,0.017155699
-0.007361611,-0.020149205,-0.007361611,-0.008467055,0.008383804,-0.005635087,-0.013780654,-0.017450644
-0.028377704,0.024188626,-0.028377704,-0.008467055,-0.005715617,0.009247366,-0.01193238,-0.005891584
-0.00638939,0.004478771,-0.00638939,-0.008467055,0.003157951,0.020099006,0.003894537,0.005667476
-0.007339074,-0.02176545,-0.007339074,-0.008467055,-0.019471631,-0.013480375,-0.010212166,0.017226535
-0.001533896,-0.074257467,-0.001533896,-0.008467055,-7.14e-05,0.006225439,0.020042472,0.007502415
0.011696678,0.005213716,0.011696678,-0.008467055,-0.012547703,0.018654299,0.025219959,-0.028053992
0.003798379,-0.007580442,0.003798379,-0.008467055,-0.008163367,-0.008685578,-0.010795146,-0.014424163
0.011343428,-0.02128254,0.011343428,-0.00608119,0.012794511,0.038074168,0.010445105,0.000825344
-0.008412078,-0.032736651,-0.008412078,-0.009861372,0.001715639,-0.003552645,-0.021934088,-0.017031862
-0.018544258,0.006740103,-0.018544258,-0.006977427,-0.031217226,-0.036686129,-0.044210752,0.013502783
-0.02623731,-0.024629454,-0.02623731,-0.002905436,-0.011341425,-0.016556002,-0.038674543,0.016717537
-0.016030049,-0.001530195,-0.016030049,-0.006518444,-0.011341425,-0.042024762,-0.028783509,-0.006678991
0.014018365,-0.024045654,0.014018365,0.03460939,-0.011341425,-0.022627166,-0.006904579,0.021917822
0.013915874,0.012103106,0.013915874,-0.022677343,-0.011341425,-0.00550554,0.006611994,0.023125717
0.012531688,0.015091257,0.012531688,0.008628558,0.007192434,-0.004600169,-0.002887281,0.003181927
0.007619309,-0.034201631,0.007619309,0.041813847,0.018993889,-0.003960413,-0.010513522,0.009663035
-0.00428496,-0.013638738,-0.00428496,-0.004937574,0.004033827,-0.005212487,-0.012985367,0.024395164
-0.016787212,0.001334496,-0.016787212,0.01279729,-0.019862615,-0.005705589,-0.015457234,0.015982684
0.004355935,-0.023470075,0.004355935,-0.001656933,-0.008193232,-0.000793581,-0.017929079,-0.038342222
-0.011941464,-0.044638309,-0.011941464,-0.003188441,-0.01845481,-0.002341437,-0.017264107,-0.024110559
0.000917944,-0.031207571,0.000917944,-0.000955696,0.014228311,-0.037734319,-0.007969134,0.002111622
0.009287423,0.023013019,0.009287423,0.001517229,0.008670712,0.002872101,-0.00703981,0.012701765
