Prefraction,3338_F1_20211213_1_POS,3338_F1_20211214_1_POS,3338_F2_20211213_1_POS,3338_F2_20211214_1_POS,3338_F3_20211213_1_POS,3338_F3_20211214_1_POS,3338_F4_20211213_1_POS,3338_F4_20211214_1_POS,3338_F5_20211213_1_POS,3338_F5_20211214_1_POS,3338_F6_20211213_1_POS,3338_F6_20211214_1_POS
Artemia,0,0,0,0,0.75,0.75,0.2,0.2,0.1,0.1,0,0
